id,Page,Content
2678,9,"Tabel 83 

Tabel 84 

Tabel 85 
Tabel 86 
Tabel 87 

Tabel 88 
Tabel 89 
Tabel 90 
Tabel 91 
Tabel 92 

Tabel 93 

Tabel 94 

Tabel 95 
Tabel 96 
Tabel 97 

Tabel 98 
Tabel 99 

Tabel 100 
Tabel 101 
Tabel 102 

Tabel 103 
Tabel 104 

Tabel 105 
Tabel 106 

Tabel 107 

Tabel 108 
Tabel 109 

Tabel 110 
Tabel 111 

Tabel 112 

Tabel 113 

Tabel 114 

Tabel 115 
Tabel 116 
Tabel 117 
Tabel 118 

Tabel 119 
Tabel 120 
Tabel 121 

Tabel 122 
Tabel 123 

Tabel 124 

Penyisihan Piutang dari Kegiatan Non Operasional BLU Per Eselon I Per 
31 Desember 2014 
Rincian  Piutang"
2432,9,"Dari  Kegiatan  Non  Operasional  BLU-STAN  Per  31 
Desember 2014 
Persediaan Per Eselon I Per 31 Desember 2014 dan 31 Desember 2013 
Persediaan Per Jenis Per 31 Desember 2014 
Persediaan BLU Per Eselon I Per 31 Desember 2014 dan 31 Desember 
2013 
Persediaan BLU Per Jenis 
Rincian Aset Tetap  Per Jenis Aset Per 31 Desember 2014 dan 2013 
Mutasi/Perubahan Aset Tetap Periode TA 2014 
Rincian Realisasi Belanja Modal Periode TA 2014 
Perbandingan  Saldo  Awal  Aset  Tetap  Neraca  dan  SIMAK  BMN  per  1 
Januari 2014 
Perbandingan Posisi Aset Tetap Neraca dan SIMAK BMN per 31 
Desember 2014 
Rincian Aset Tetap Tanah Per Unit Eselon I Per 31 Desember 2014 dan 
2013 
Mutasi/Perubahan Tanah Periode TA 2014 
Rincian Mutasi Tanah dari Belanja Modal Periode TA 2014 
Rincian Aset Tetap Tanah BLU Per Unit Eselon I Per 31 Desember 2014 
dan 2013 
Mutasi/Perubahan Tanah BLU Periode TA 2014 
Rincian Aset Tetap Peralatan dan Mesin Per Unit Eselon I Per 31 
Desember 2014 dan 2013 
Mutasi/Perubahan Peralatan dan Mesin Per 31 Desember 2014 
Rincian Mutasi Peralatan dan Mesin dari Belanja Modal Periode TA 2014 
Rincian Aset Tetap Peralatan dan Mesin BLU Per Unit Eselon I Per 31 
Desember 2014 dan 2013 
Mutasi/Perubahan Peralatan dan Mesin BLU Periode TA 2014 
Rincian Aset Tetap Gedung dan Bangunan Per Unit Eselon I Per 31 
Desember 2014 dan 2013"
8221,9,"Mutasi/Perubahan Gedung dan Bangunan Periode TA 2014 
Rincian Mutasi Gedung dan Bangunan dari Belanja Modal Periode TA 
2014 
Rincian Aset Tetap Gedung dan Bangunan BLU Per Unit Eselon I Per 31 
Desember 2014 dan 2013 
Mutasi/Perubahan Gedung dan Bangunan BLU Periode TA 2014 
Rincian Aset Tetap Jalan, Irigasi dan Jaringan Per Unit Eselon I Per 31 
Desember 2014 dan 2013 
Mutasi/Perubahan Jalan, Irigasi dan Jaringan Periode TA 2014 
Rincian Mutasi Jalan, Irigasi dan Jaringan dari Belanja Modal Periode TA 
2014 
Rincian Aset Tetap Jalan, Irigasi dan Jaringan BLU Per Unit Eselon I Per 
31 Desember 2014 dan 2013 
Rincian Mutasi Jalan, Irigasi dan Jaringan dari Belanja Modal Periode TA 
2014 
Rincian Aset Tetap Tetap Lainnya Per Unit Eselon I Per 31 Desember 
2014 dan 2013 
Mutasi/Perubahan Aset Tetap Lainnya Periode TA 2014 
Rincian Aset Tetap Lainnya Per Jenis Aset 
Rincian Mutasi Aset Tetap Lainnya dari Belanja Modal  Periode TA 2014 
Rincian Aset Tetap Lainnya BLU Per Unit Eselon I Per 31 Desember 
2014 dan 2013 
Rincian Aset Tetap Lainnya BLU per Jenis Aset Per 31 Desember 2014 
Mutasi/Perubahan Aset Tetap Lainnya BLU Periode TA 2014 
Rincian Aset Tetap Konstruksi Dalam Pengerjaan Per Unit Eselon I Per 
31 Desember 2014 dan 2013 
Mutasi/Perubahan Konstruksi Dalam Pengerjaan Periode TA 2014 
Rincian Aset Tetap Konstruksi Dalam Pengerjaan BLU Per Unit Eselon I 
Per 31 Desember 2014 dan 2013 
Mutasi/Perubahan Aset Tetap Konstruksi Dalam Pengerjaan BLU 
Periode TA 2014 

103 

103 

103 
104 
104 

104 
105 
107 
108 
108 

110 

112 

112 
113 
113 

114 
114 

115 
116 
116 

117 
117 

118 
119 

119 

120 
120 

121 
122 

122 

123 

123 

124 
124 
125 
125 

126 
126 
127 

127 
128 

128"
4384,10,"Tabel 154 

Tabel 155 
Tabel 156 
Tabel 157 

Tabel 158 

Tabel 159 
Tabel 160 

Komposisi Piutang Jangka Panjang per 31 Desember 2014 dan 2013 
Tagihan Tuntutan Perbendaharaan/TGR per Unit Eselon I Bruto per 31 
Desember 2014 dan 2013 
Tagihan Tuntutan Perbendaharaan/TGR per Unit Eselon I Neto per 31 
Desember 2014 dan 2013 
Penyisihan Piutang Tak Tertagih - Tagihan Tuntutan 
Perbendaharaan/TGR per Unit Eselon I per 31 Desember 2014 
Komposisi Aset Lainnya per Jenis Aset per 31 Desember 2014 dan 2013 
Aset Tak Berwujud per Jenis Aset per 31 Desember 2014 dan 2013 
Aset Tak Berwujud per Unit Eselon I per 31 Desember 2014 dan 2013 
Mutasi/Perubahan Aset Tak  Berwujud Periode TA 2014 
Aset Tak Berwujud - BLU per Unit Eselon I per 31 Desember 2014 dan 
2013 
Aset Tak Berwujud - BLU Per Jenis Aset 
Aset Lain-lain per Unit Eselon I Per 31 Desember 2014 dan 2013 
Perbandingan Saldo Akhir Akun Aset Tetap yang Tidak Digunakan 
Dalam Kegiatan Operasional Pemerintahan pada Neraca SAK dengan 
Laporan Posisi BMN di Neraca 
Aset Lain-lain - BLU per Unit Eselon I per 31 Desember 2014 dan 2013 
Rincian Kewajiban Jangka Pendek per 31 Desember 2014 dan 2013 
Utang Kepada Pihak Ketiga per Unit Eselon I per 31 Desember 2014 dan 
2013 
Utang Kepada Pihak Ketiga per Akun per 31 Desember 2014 
Utang Kelebihan Pembayaran Pendapatan per Unit Eselon I per 31 
Desember 2014 dan 2013 
Utang Kelebihan Pembayaran Pendapatan per Akun per 31 Desember 
2014 
Pendapatan Diterima Dimuka per Unit Eselon I per 31 Desember 2014 
dan 2013 
Uang Muka dari KPPN per Unit Eselon I per 31 Desember 2014 dan 
2013 
Pendapatan yang Ditangguhkan per Unit Eselon I per 31 Desember 2014 
dan 2013 
Utang Jangka Pendek Lainnya per 31 Desember 2014 dan 2013 
Utang Jangka Pendek Lainnya per Akun per 31 Desember 2014 
Rincian Ekuitas Dana Lancar per 31 Desember 2014 dan 2013 
Rincian Cadangan Piutang per 31 Desember 2014 
Rincian Dana yang harus disediakan untuk pembayaran Utang Jangka 
Pendek per 31 Desember 2014 
Rincian Ekuitas Dana Investasi per 31 Desember 2014 dan 2013 
Tunggakan Sengketa Pajak Berdasarkan Jenis Ketetapan Pajak per 31 
Desember 2014 
Tunggakan Sengketa Pajak Berdasarkan Jenis Sengketa Pajak per 31 
Desember 2014 
Tunggakan Sengketa Pajak Berdasarkan Jenis Pajak per 31 Desember 
2014 
Perbandingan Undang-Undang PBB dan PDRD 
Perbandingan Undang-Undang BPHTB dan PDRD 
Rekening Pemerintah Lingkup Kementerian Keuangan per 31 Desember 
2014 dan 2013 
Informasi Pendapatan dan Belanja Secara Akrual  Untuk Periode yang 
Berakhir 31 Desember 2014 
Rekapitulasi Piutang Negara Per 31 Desember 2014 
Rekapitulasi Daftar Barang Jaminan BKPN Instansi Pemerintah/Lembaga 
Negara per 31 Desember 2014 

129 
129 

130 

131 

131 
132 
132 
133 
133 

134 
134 
135 

136 
137 
137 

138 
138 

138 

139 

140 

141 

141 
141 
142 
142 
143 

144 
149 

149 

150 

165 
165 
180 

181 

183 
184"
3737,11,"Grafik 1 

Grafik 2 

Grafik 3 
Grafik 4 

Grafik 5 

Grafik 6 

Grafik 7 

Grafik 8 

Grafik 9 

Komposisi Realisasi Pendapatan Negara dan Hibah Neto TA 
2014 
Komposisi Realisasi Penerimaan Perpajakan Neto Per Jenis 
Penerimaan TA 2014 
Realisasi Pendapatan Pajak Dalam Negeri TA 2014 
Perbandingan  Realisasi  Pendapatan  Pajak  Dalam  Negeri  TA 
2014 dan 2013 
Komposisi Realisasi Pendapatan Pajak Dalam Negeri Neto TA 
2014 
Perbandingan Realisasi Penerimaan Negara Bukan Pajak 
NetoTA 2014dan 2013 
Komposisi Realisasi Penerimaan Negara Bukan Pajak NetoTA 
2014 
Perbandingan Pagu dan Realisasi Belanja Kementerian 
Keuangan TA 2014 dan 2013 
Perbandingan Pagu dan Realisasi Belanja Menurut Sumber 
Dana TA2014 

Grafik 10  Perbandingan Pagu dan Realisasi Belanja Menurut Fungsi TA 

2014 

Grafik 11  Perbandingan Pagu dan Realisasi Belanja Menurut Jenis Belanja"
4081,11,"TA 2014 

Grafik 12  Komposisi Realisasi Belanja Menurut Jenis BelanjaTA 2014 
Grafik 13  Komposisi Realisasi Belanja Pegawai TA 2014 
Grafik 14  Komposisi Realisasi Belanja BarangTA 2014 
Grafik 15  Komposisi Realisasi Belanja Modal TA 2014 
Grafik 16  Komposisi Neraca Per 31 Desember 2014 dan 31 Desember 

2013 

Grafik 17  Komposisi Piutang Pajak Per Jenis Pajak Per 31 Desember 2014 
Grafik 18  Komposisi Aset Tetap Per Jenis Aset Per 31 Desember 2014 
Grafik 19  Perkembangan Aset Tetap per Jenis Aset Tetap 
Grafik 20  Komposisi Aset Lainnya Per Jenis Aset per 31 Desember 2014"
2929,13,":  Anggaran Pendapatan dan Belanja Negara Perubahan 

:  Badan Layanan Umum 

:  Bea masuk Ditanggung Pemerintah 

:  Badan Pemeriksa Keuangan 

:  Bendahara Umum Negara 

:  Daftar Isian Pelaksanaan Anggaran 

:  Dana Pengembangan Pendidikan Nasional 

:  Laporan Realisasi Anggaran 

:  Mata Anggaran Penerimaan/Pengeluaran 

:  Modul Penerimaan Negara 

:  Penerimaan Negara Bukan Pajak 

SIMAK-BMN 

:  Sistem Informasi Manajemen dan Akuntansi Barang Milik Negara 

SAI 

SAU 

SAK 

SAP 

SKPA 

UP 

TA 

TAB 

TAYL 

TGR 

TPA 

UP 

TNP 

:  Sistem Akuntansi Instansi 

:  Sistem Akuntansi Umum 

:  Sistem Akuntansi Keuangan 

:  Standar Akuntansi Pemerintahan 

:  Surat Kuasa Pengguna Anggaran 

:  Uang Persediaan 

:  Tahun Anggaran 

:  Tahun Anggaran Berjalan 

:  Tahun Anggaran Yang Lalu 

:  Tuntutan Ganti Rugi 

:  Tagihan Penjualan Angsuran 

:  Uang Persediaan 

:  Treasury Notional Pooling 

SETJEN 

:  Sekretariat Jenderal 

ITJEN 

DJA 

DJP 

"
3850,15,"RINGKASAN 

Berdasarkan Pasal 55 ayat (2) Undang-Undang (UU) Nomor 1 Tahun 2004 tentang Perbendaharaan 
Negara  dan  Peraturan  Menteri  Keuangan  Nomor  171/PMK.05/2007  sebagaimana  telah  diubah 
terakhir  dengan  Peraturan  Menteri  Keuangan  Nomor  233/PMK.05/2013  tentang  tentang  Sistem 
Akuntansi  dan  Pelaporan  Keuangan  Pemerintah  Pusat,  Menteri/Pimpinan  Lembaga  selaku 
Pengguna  Anggaran/Pengguna  Barang  menyusun  dan  menyampaikan  Laporan  Keuangan 
Kementerian  Negara/Lembaga  (LKKL)  yang  meliputi  Laporan  Realisasi  Anggaran,  Neraca,  dan 
Catatan  atas  Laporan  Keuangan  kepada  Menteri  Keuangan  selaku  pengelola  fiskal,  dalam  rangka 
penyusunan Laporan Keuangan Pemerintah Pusat (LKPP)"
8313,15,"persen 

dari 

target 

yang 
Jumlah 

Realisasi Pendapatan Negara dan Hibah pada TA 2014 sebesar Rp1.150.653.575.394.554,00 atau 
92,13 
sebesar 
Rp1.248.920.322.036.546,00. 
sebesar 
Rp1.146.863.551.832.189,00  atau  mencapai  92,04  persen  dari  target  yang  ditetapkan  dan 
Penerimaan  Negara  Bukan  Pajak  sebesar  Rp3.790.023.562.365,00  atau  mencapai  134,71  persen 
dari target yang ditetapkan"
8183,15,"2014 
terdiri  dari  Penerimaan  Pajak 

ditetapkan 
tersebut 

dalam  APBN-P  TA 

Realisasi  Belanja  Negara  pada  TA  2014  sebesar  Rp18.109.247.482.890,00  atau  mencapai  96,38 
persen  dari  anggarannya  sebesar  Rp18.789.673.912.000,00.  Jumlah  realisasi  Belanja  tersebut 
terdiri dari realisasi Belanja Rupiah Murni sebesar Rp17.693.350.989.758,00 atau 96,10 persen dari 
anggarannya,  Belanja  Pinjaman  dan  Hibah  sebesar  Rp363.192.337.480,00  atau  95,97  persen  dari 
anggarannya dan Belanja Transaksi Non Kas sebesar Rp52.704.155.652,00"
2704,16,"TA 2013 

REALISASI 

PENDAPATAN NEGARA 
DAN HIBAH KAS 

1.248.920.322.036.546 

1.150.653.575.394.554 

92,13 

1.080.211.519.265.721 

Penerimaan Perpajakan 

1.246.106.955.602.000 

1.146.863.551.832.189 

92,04 

1.077.309.220.752.239 

PNBP 

Hibah 

PENDAPATAN NEGARA 
DAN HIBAH TRANSAKSI 
NON KAS 

Penerimaan Perpajakan 

PNBP 

JUMLAH PENDAPATAN 
DAN HIBAH 
BELANJA TRANSAKSI 
KAS 

2.813.366.434.546 

3.790.023.562.365 

134,71 

2.902.298.513.482 

0 

0 

0 

0 

0 

0 

0 

0 

0 

0 

0 

0 

0"
7063,16,"1.248.920.322.036.546 

1.150.653.575.394.554 

92,13 

1.080.211.519.265.721 

18.789.673.912.000 

18.056.543.327.238 

Belanja Rupiah Murni 

18.411.211.955.000 

17.693.350.989.758 

Belanja PHLN 

BELANJA TRANSAKSI 
NON KAS 

Belanja Barang Non Kas 

Belanja Modal Non Kas 

378.461.957.000 

363.192.337.480 

0 

0 

0 

52.704.155.652 

52.240.348.673 

463.806.979 

96,10 

96,10 

95,97 

0.00 

0.00 

0.00 

17.047.571.631.335 

16.912.952.223.794 

134.619.407.541 

28.315.862.890"
9958,17,"Ekuitas Dana 

Ekuitas Dana Lancar

49.361.865.841.546

55.877.260.035.855

(6.515.394.194.309)

-11,66%

Ekuitas Dana Investasi

33.653.551.846.151

32.169.779.998.858

1.483.771.847.293 

4,61%

Jumlah Ekuitas Dana

83.015.417.687.697

88.047.040.034.713

(5.031.622.347.016)

-5,71%

Jumlah Kewajiban dan Ekuitas

84.916.281.641.678

88.300.836.601.379

(3.384.554.959.701)

-3,83%"
7808,17,"3. CATATAN ATAS LAPORAN KEUANGAN 

Catatan  atas  Laporan  Keuangan  (CaLK)  meliputi  penjelasan  atau  daftar  terinci  atau  analisis  atas 
nilai suatu pos yang disajikan dalam Laporan Realisasi Anggaran dan Neraca. Termasuk pula dalam 
Catatan  atas  Laporan  Keuangan  adalah  penyajian  informasi  yang  diharuskan  dan  dianjurkan  oleh 
Standar Akuntansi Pemerintahan serta pengungkapan-pengungkapan lainnya yang diperlukan untuk 
penyajian yang wajar atas laporan keuangan"
9719,19,"31 DESEMBER 2013

Realisasi

% 

Realisasi 
Anggaran

A.PENDAPATAN NEGARA DAN HIBAH

1.

PENERIMAAN DALAM NEGERI
a.

Penerimaan Perpajakan
i. Pendapatan Pajak Dalam Negeri 
ii. Pendapatan Pajak Perdagangan 

Internasional 

b.

Penerimaan Negara Bukan Pajak
i. Pendapatan PNBP Lainnya
ii. Pendapatan Badan Layanan Umum 

(BLU) 

2.

HIBAH

B.1
B.1.1
B.1.1.1
B.1.1.1.1

B.1.1.1.2

B.1.1.2
B.1.1.2.1

B.1.1.2.2

1.248.920.322.036.546
1.246.106.955.602.000
1.189.826.575.602.000

1.150.653.575.394.554
1.146.863.551.832.189
1.103.215.724.805.241

56.280.380.000.000

43.647.827.026.948

2.813.366.434.546
209.755.733.517

3.790.023.562.365
429.505.961.063

2.603.610.701.029

3.360.517.601.302

92,13
92,04
92,72

77,55

134,71
204,76

129,07

1.080.211.519.265.721
1.077.309.220.752.239
1.029.850.272.828.329

47.458.947.923.910

2.902.298.513.482
520.913.047.356

2.381.385.466.126

B.1.2"
