id,Page,Content
138,13,"Lampiran 4 

Berita Acara Rekonsiliasi LRA 

Lampiran 5 

Berita Acara Rekonsiliasi Aset Tetap 

Lampiran 6 

Laporan Barang Pengguna Tahunan Intrakomptabel 

Lampiran 7 

Laporan Barang Pengguna Tahunan Ekstrakomptabel 

Lampiran 8 

Laporan Barang Pengguna Tahunan Gabungan 

Lampiran 9 

Laporan Posisi BMN Di Neraca 

Lampiran 10 

Mutasi Rekening Antara (Rekening 600.000.411 Dan Rekening 508.000084) 

Lampiran 11 

Laporan  Penerimaan  Dan  Pengeluaran  Pada  Rekening  508.000071 
(Penerimaan Pertambangan Dan Perikanan) 

Lampiran 12 

Rincian Piutang Pajak Berdasarkan Satuan Mata Uang 

Lampiran 13 

Rincian Dan Status Piutang Dividen Dan Denda 

Lampiran 14 

Piutang Bukan Pajak Dari Penerimaan SDA Migas 

Lampiran 15 

Rincian Piutang Piutang Panas Bumi 

Lampiran 16 

Peraturan Mengenai Kebijakan Piutang Bapepam-LK 

Lampiran 17 

Rincian Piutang Bukan Pajak Bapepam-LK 

Lampiran 18 

Laporan Keuangan BLU Pusat Investasi Pemerintah (PIP) 

Lampiran 19 

Laporan Keuangan BLU Sekolah Tinggi Akuntansi Negara (STAN) 

Lampiran 20 

Laporan  Keuangan  Lembaga  Non  Struktural 
Pemerintah (KSAP) 

:  Komite  Standar  Akuntansi 

Lampiran 21 

Laporan Rekening Pemerintah 

Lampiran 22 

Tindak Lanjut Atas Temuan BPK"
6654,17,"I.  RINGKASAN 

Berdasarkan  Pasal 55 ayat (2)  Undang-Undang (UU) Nomor 1 Tahun 2004 tentang Perbendaharaan 
Negara  dan  Peraturan  Menteri  Keuangan  Nomor  171/PMK.05/2007,  menteri/pimpinan  lembaga 
selaku  Pengguna  Anggaran/Pengguna  Barang  menyusun  dan  menyampaikan  Laporan  Keuangan 
Kementerian Negara/Lembaga (LKKL) yang meliputi Laporan Realisasi Anggaran, Neraca, dan Catatan 
atas Laporan Keuangan kepada Menteri Keuangan selaku pengelola fiskal, dalam rangka penyusunan 
Laporan  Keuangan  Pemerintah  Pusat  (LKPP).  Laporan  Keuangan  Kementerian  Keuangan  ini  telah 
diperiksa oleh Badan Pemeriksa Keuangan"
9199,17,"Realisasi  Belanja  Negara  pada  TA  2008  adalah  sebesar  Rp12.051.098.275.474,00  atau  mencapai 
79.69 persen dari anggarannya. Jumlah realisasi Belanja tersebut terdiri dari realisasi Belanja Rupiah 
Murni sebesar Rp11.819.190.843.252,00 atau 82.50 persen dari anggarannya, Belanja Pinjaman Luar 
Negeri  sebesar  Rp203.148.034.335,00  atau  45.42  persen  dari  anggarannya,  dan  Belanja  Hibah 
sebesar Rp28.759.397.887,00 atau 8,26 persen dari anggarannya"
9912,18,"Aset 

127.911.078.098.936 

93.834.185.052.482 

34.076.893.046.454 

Aset Lancar 
Investasi Jangka Panjang 
Aset Tetap 
Aset Lainnya 

Kewajiban 

93.782.740.244.521 
828.379.875.579 
29.687.538.231.724 
3.612.419.747.112 
343.821.563.014 

76.793.232.222.179 
593.630.343.750 
12.926.903.489.397 
3.520.418.997.156 
2.024.920.395.221 

16.989.508.022.342 
234.749.531.829 
16.760.627.014.366 
3.543.868.637.376 
(1.681.098.832.027) 

Kewajiban Jangka Pendek 

Ekuitas Dana"
6598,18,"Dalam penyajian Laporan Realisasi Anggaran, pendapatan, dan belanja diakui berdasarkan basis kas, 
yaitu pada saat kas diterima atau dikeluarkan oleh dan dari Kas Umum Negara (KUN). Sementara itu, 
dalam  penyajian  Neraca,  aset,  kewajiban,  dan  ekuitas  dana  diakui  berdasarkan  basis  akrual,  yaitu 
pada saat diperolehnya hak atas aset dan timbulnya kewajiban tanpa memperhatikan saat kas atau 
setara kas diterima atau dikeluarkan oleh dan dari KUN"
5485,25,"8.  Undang-Undang Nomor 17 Tahun 2003 tentang Keuangan Negara, Pasal 30 ayat 
(1)  menetapkan  bahwa  Presiden  menyampaikan  rancangan  undang-undang 
tentang  pertanggungjawaban  pelaksanaan  APBN  kepada  Dewan  Perwakilan 
Rakyat  (DPR)  berupa 
laporan  keuangan  yang  telah  diperiksa  oleh  Badan 
Pemeriksa  Keuangan  (BPK)  selambat-lambatnya  6  (enam)  bulan  setelah  tahun 
anggaran berakhir"
8929,25,"10. Undang-Undang Nomor 1 Tahun 2004 tentang Perbendaharaan Negara, Pasal 55 
ayat  (4)  menetapkan  bahwa  Menteri/Pimpinan 
lembaga  selaku  Pengguna 
Anggaran/Pengguna  Barang  memberikan  pernyataan  bahwa  Pengelolaan  APBN 
telah  diselenggarakan  berdasarkan  sistem  pengendalian  intern  yang  memadai 
dan akuntansi keuangan telah diselenggarakan sesuai dengan standar akuntansi 
pemerintahan "
498,28,"KEBIJAKAN TEKNIS KEMENTERIAN KEUANGAN 

A.2.1. Visi Kementerian Keuangan 

Visi  Kementerian  Keuangan  adalah  menjadi  pengelola  keuangan  dan  kekayaan  negara 
bertaraf  internasional  yang  dipercaya  dan  dibanggakan  masyarakat,  serta  instrumen 
bagi  proses  transformasi  bangsa  menuju  masyarakat  adil,  makmur  dan  berperadaban 
tinggi"
5519,28,"5.  Misi Bidang Kelembagaan 

Misi di Bidang Kelembagaan adalah senantiasa memperbaharui diri (Self Reinventing) 
sesuai dengan aspirasi masyarakat dan perkembangan mutakhir teknologi keuangan 
serta  administrasi  publik,  serta  pembenahan  dan  pembangunan  kelembagaan  di 
bidang keuangan yang baik dan kuat yang akan memberikan dukungan dan pedoman 
pelaksanaan  yang  rasional  dan  adil,"
2509,29,"A.2.5. Strategi dan Kebijakan 

1.  Pendapatan Negara 

Fokus Strategi di bidang pendapatan negara diarahkan pada pencapaian 4 (empat) 
target, yaitu optimalisasi pendapatan negara, peningkatan kualitas pelayanan pada 
masyarakat,  terwujudnya  keadilan  dan  perlindungan  masyarakat,  serta  citra  baik 
Departemen Keuangan terkait dengan pelayanan publik dalam rangka peningkatan 
pendapatan"
7278,29,"Pada  prinsipnya  fokus  strategi  di  bidang  pendapatan  negara  diarahkan  pada 
peningkatan  pendapatan  negara.  Strategi  peningkatan  pendapatan  dilaksanakan 
melalui  3  (tiga)  kebijakan.  Pertama,  peningkatan  target  pendapatan  perpajakan 
secara  terencana  sesuai  kondisi  perekonomian  dengan  memperhatikan  kendala, 
potensi, dan coverage ratio yang ada. Kedua, optimalisasi penerimaan dari bea dan 
cukai  dengan  melakukan  pengkajian  kelompok  industri  dalam  rangka  optimalisasi 
dan  harmonisasi  sistem  pentarifan.  Ketiga,  peningkatan  penerimaan  negara  bukan 
pajak sesuai perkembangan perekonomian dengan melakukan perbaikan regulasi"
719,30,"Fokus  strategi  belanja  negara  diarahkan  pada  peningkatan  efektivitas  dan  efisiensi 
belanja  negara.  Peningkatan  efektivitas  dan  efisiensi  dilakukan  dalam  rangka 
mencapai 5 (lima) target, yaitu: (a) efisiensi pengadaan barang dan jasa, (b) alokasi 
belanja  yang  tepat  sasaran, 
(d) peningkatan kualitas pelayanan, dan (e) citra baik Departemen Keuangan dalam 
mengelola  belanja  negara.  Pencapaian  kelima  target  tersebut  dilakukan  melalui 
mekanisme berikut"
1083,30,"3.  Pembiayaan Anggaran 

indikator  menguatnya  kemampuan  pembiayaan  pemerintah,  yaitu 

Fokus  strategi  bidang  pembiayaan  anggaran  diarahkan  pada  pencapaian  target  5 
(lima) 
(a)  penurunan  stok  utang,  (b)  penggunaan  utang  secara  selektif,  (c)  optimalisasi 
pemanfaatan  hibah  dan  utang,  (d)  terwujudnya  rasa  aman  bagi  masyarakat,  dan"
8062,30,"(e)  citra  yang  baik  bagi  Departemen  Keuangan.  Capaian  tertinggi  yang  diharapkan 
dari arah fokus strategi pembiayaan adalah mewujudkan rasa aman bagi masyarakat 
dalam  bertransaksi  keuangan.  Kondisi  tersebut  diyakini  akan  menaikkan  citra 
Pemerintah  (d.h.i.  Departemen  Keuangan)  di  mata  publik.  Pembentukan  citra 
dilakukan melalui"
2078,30,"Pengelolaan  kekayaan  negara  harus  dilakukan  secara 
komprehensif  dengan  memperhatikan  prinsip-prinsip  good  governance,  dalam 
melakukan  perencanaan  kebutuhan,  pelaksanaan  pengadaan,  penguasaan, 
penatausahaan, sampai dengan pertanggungjawaban. Pengelolaan kekayaan negara 
seyogianya dilakukan oleh otoritas tertentu yang ditunjuk untuk tugas tersebut. Hal 
ini  sangat  penting  artinya  untuk  menciptakan  kejelasan  akuntabilitas  pengelolaan 
kekayaan negara"
6802,31,"Keuangan 

TA 

2008 

adalah 

Belanja 

BELANJA KEMENTERIAN KEUANGAN 
sebesar 
Realisasi  Belanja  Kementerian  Keuangan  pada  TA  2008  adalah 
Rp12.051.098.275.474,00  atau  79,69  persen  dari  pagu  belanja  dalam  DIPA  sebesar 
Rp15.121.923.948.104,00.  Realisasi  belanja  TA  2008  mengalami  kenaikan  sebesar 
Rp5.051.899.436.u586,00  atau  72,18  persen  dari  realisasi  belanja  TA  2007  sebesar 
Rp6.999.198.838.888,00"
4121,32,"A.3.  PENDEKATAN PENYUSUNAN LAPORAN KEUANGAN 

Laporan Keuangan Kementerian Keuangan TA 2008 merupakan laporan yang mencakup 
seluruh  aspek  keuangan  yang  dikelola  oleh  entitas  pelaporan  Kementerian  Keuangan 
termasuk di dalamnya jenjang struktural di bawah Kementerian Keuangan seperti eselon 
I,  kantor  wilayah,  serta  satuan  kerja  yang  bertanggung  jawab  atas  otorisasi  kredit 
anggaran yang diberikan kepadanya. Laporan Keuangan Kementerian Keuangan disusun 
berdasarkan  penggabungan  data/laporan  keuangan  satuan  kerja  Kementerian 
Keuangan"
6860,32,"Jumlah  satuan  kerja  lingkup  Kementerian  Keuangan  adalah  1.031  satker.  Dari  jumlah 
tersebut  satker  yang  menyampaikan  laporan  keuangan  dan  dikonsolidasikan  sejumlah 
1.030 satker (99,90 %), yang tidak menyampaikan laporan keuangan sejumlah 1 satker 
(0,10  %)  karena  telah  ditutup  pada  tahun  2008.  Rincian  satuan  kerja  tersebut  dapat 
dilihat pada Tabel 1 berikut"
670,32,"Jumlah Jenis Kewenangan 

Uraian 

KP 

KD 

DK 

TP 

M  TM  M 

TM  M  TM  M  TM 

01 

02 

03 

04 

05 

Sekretariat Jenderal 

Inspektorat 
Jenderal 

Ditjen Anggaran 

Ditjen Pajak 

Ditjen 
Cukai 

Bea 

dan 

5 

1 

1 

1 

5 

- 

- 

- 

- 

- 

20 

- 

- 

543 

- 

- 

- 

- 

137 

1 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

-"
2767,34,"Jumlah satuan kerja di lingkup Kementerian Keuangan adalah 1.031 satker. Dari jumlah 
tersebut satker yang telah menyampaikan laporan BMN dan dikonsolidasikan sejumlah 
1.030  satker  (99,90  %),  yang  tidak  menyampaikan  laporan  barang  sejumlah  1  satker 
(0,10  %)  karena  telah  ditutup  pada  tahun  2008.  Rincian  satuan  kerja  tersebut  dapat 
dilihat pada Tabel 2 berikut"
7328,34,"Jumlah Jenis Kewenangan 

Kode 

Eselon I 

Uraian 

KP 

KD 

DK 

TP 

M  TM  M 

TM  M  TM  M  TM 

Jumlah 
Satker 

01 

02 

03 

04 

05 

06 

07 

08 

09 

10 

11 

12 

Sekretariat Jenderal 

Inspektorat 
Jenderal 

Ditjen Anggaran 

Ditjen Pajak 

Ditjen 
Cukai 

Bea 

dan 

Ditjen Perimbangan 
Keuangan 

Ditjen  Pengelolaan 
Utang 

Ditjen 
Perbendaharaan 

5 

1 

1 

1 

5 

1 

1 

3 

Ditjen 
Negara 

Kekayaan 

1 

Bapepam-LK 

BPPK 

BKF 

1 

1 

1 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

- 

20 

- 

- 

543 

- 

- 

- 

- 

137 

1 

- 

- 

208 

87 

- 

13 

- 

- 

- 

- 

- 

- 

- 

-"
5895,35," 
(1)  Pendapatan 

Pendapatan  adalah  semua  penerimaan  KUN  yang  menambah  ekuitas  dana  lancar 
dalam  periode  tahun  yang  bersangkutan  yang  menjadi  hak  pemerintah  pusat  dan 
tidak perlu dibayar kembali oleh pemerintah pusat. Pendapatan diakui pada saat kas 
diterima  pada  KUN.  Akuntansi  pendapatan  dilaksanakan  berdasarkan  azas  bruto, 
yaitu dengan membukukan penerimaan bruto, dan tidak mencatat jumlah netonya 
(setelah  dikompensasikan  dengan  pengeluaran).  Pendapatan  disajikan  sesuai 
dengan jenis pendapatan"
9875,35,"Pengecualian 
terhadap  azas  bruto  pada  penyusunan  Laporan  Keuangan 
Kementerian Keuangan Tahun Anggaran 2008 adalah untuk penerimaan minyak dan 
gas  bumi  (migas)  dan  PNBP  pertambangan  panas  bumi  yang  masing-masing 
ditampung  dalam  Rekening  Departemen  Keuangan  Khusus  Hasil Minyak  Perjanjian 
Karya  Production  Sharing  (rekening  600.000411)  dan  Rekening  Penerimaan  Panas 
Bumi  (rekening  508.000084).  Hal  ini  dilandasi  bahwa  earnings  process  atas 
penerimaan migas dan panas bumi tersebut belum selesai karena penerimaan migas 
pada  rekening  600.000411  masih  harus  memperhitungkan  unsur-unsur  kewajiban 
Pemerintah  seperti  pembayaran  PBB,  reimbursement  PPN,  pembayaran  Pajak 
Daerah  Retribusi  Daerah  (PDRD),  fee  kegiatan  hulu  migas,  over/under  lifting  dan 
Domestic  Market  Operation  (DMO)  fee.  Sementara  itu,  penerimaan  panas  bumi 
pada rekening 508.000084 harus diperhitungkan dengan kewajiban  reimbursement 
PPN dan pembayaran PBB"
4584,35,"Belanja 

(2)  Belanja 

Belanja adalah semua pengeluaran KUN yang mengurangi ekuitas dana lancar dalam 
periode  tahun  yang  bersangkutan  yang  tidak  akan  diperoleh  pembayarannya 
kembali  oleh  pemerintah  pusat.  Belanja  diakui  pada  saat  terjadi  pengeluaran  kas 
dari KUN. Khusus pengeluaran melalui  bendahara pengeluaran, pengakuan belanja 
terjadi  pada  saat  pertanggungjawaban  atas  pengeluaran  tersebut  disahkan  oleh 
Kantor Pelayanan Perbendaharaan Negara (KPPN). Belanja disajikan di muka (face) 
laporan keuangan menurut  klasifikasi ekonomi/jenis belanja, sedangkan di Catatan"
5872,36,"Aset adalah sumber daya ekonomi yang dikuasai dan/atau dimiliki oleh pemerintah 
sebagai  akibat  dari  peristiwa  masa  lalu  dan  dari  mana  manfaat  ekonomi  dan/atau 
sosial  di  masa  depan  diharapkan  dapat  diperoleh,  baik  oleh  pemerintah  maupun 
oleh  masyarakat,  serta  dapat  diukur  dalam  satuan  uang,  termasuk  sumber  daya 
non-keuangan  yang  diperlukan  untuk  penyediaan  jasa  bagi masyarakat  umum  dan 
sumber-sumber  daya  yang  dipelihara  karena  alasan  sejarah  dan  budaya.  Dalam 
pengertian  aset  ini  tidak  termasuk  sumber  daya  alam  seperti  hutan,  kekayaan  di 
dasar laut, dan kandungan pertambangan. Aset diakui pada saat diterima atau pada 
saat hak kepemilikan berpindah"
4825,36,"Investasi  pemerintah  diklasifikasikan  kedalam  investasi  jangka  pendek  dan 
investasi  jangka  panjang.  Investasi  jangka  pendek  adalah  investasi  yang  dapat 
segera  dicairkan  dan  dimaksudkan  untuk  dimiliki  dalam  kurun  waktu  setahun 
atau kurang, ditujukan dalam rangka manajemen kas, dan beresiko rendah atau 
bebas dari perubahan atau pengurangan harga yang signifikan.  Investasi jangka"
7819,37,"tidak 
termasuk dalam investasi permanen dan dimaksudkan untuk dimiliki secara 
tidak  berkelanjutan.  Investasi  non  permanen  sifatnya  bukan  penyertaan 
modal 
jangka  panjang  yang 
dimaksudkan  untuk  pembiayaan  investasi  perusahaan  negara/  daerah, 
pemerintah daerah, dan pihak ketiga lainnya, investasi dalam bentuk dana 
bergulir, penyertaan modal dalam proyek pembangunan, dan investasi non 
permanen lainnya"
8723,37,"  Seluruh  dana  pemerintah  yang  diberikan  dalam  bentuk  Pinjaman  Dana 
Bergulir  kepada  pengusaha  kecil,  anggota  koperasi,  anggota  Kelompok 
Swadaya  Masyarakat  (KSM),  nasabah  Lembaga  Dana  Kredit  Pedesaan 
(LDKP), nasabah Usaha Simpan Pinjam/Tempat Simpan Pinjam (USP/TSP) 
atau nasabah BPR, dan pihak lain sesuai ketentuan peraturan perundang-
undangan"
2430,37,"(ii)   Investasi Permanen 

Investasi  Permanen  adalah  investasi  jangka  panjang  yang  dimaksudkan 
untuk dimiliki secara berkelanjutan. Investasi permanen dimaksudkan untuk 
mendapatkan  dividen  atau  menanamkan  pengaruh  yang  signifikan  dalam 
jangka  panjang.  Investasi  permanen  meliputi  seluruh  Penyertaan  Modal 
Negara (PMN) pada perusahaan negara, lembaga internasional, dan badan 
usaha lainnya yang bukan milik negara. PMN pada badan usaha atau badan 
hukum lainnya yang sama dengan atau lebih dari 51 persen disebut sebagai 
Badan  Usaha  Milik  Negara  (BUMN)/Badan  Hukum  Milik  Negara  (BHMN). 
PMN  pada  badan  usaha  atau  badan  hukum  lainnya  yang  kurang  dari  51 
persen (minoritas) disebut sebagai Non BUMN"
6144,38,"d.  Aset Lainnya 

Aset  Lainnya  adalah  aset  pemerintah  selain  aset  lancar,  investasi  jangka 
panjang,  dan  aset  tetap.  Termasuk  dalam  Aset  Lainnya  adalah  Tagihan 
Penjualan Angsuran (TPA), Tagihan Tuntutan Ganti Rugi (TGR) yang jatuh tempo 
lebih  dari  satu  tahun,  Kemitraan  dengan  Pihak  Ketiga,  Dana  yang  Dibatasi 
Penggunaannya, Aset Tak Berwujud, Dana Kelolaan BLU dan Aset Lain-lain"
5471,38,"TPA  menggambarkan 
jumlah  yang  dapat  diterima  dari  penjualan  aset 
pemerintah  secara  angsuran  kepada  pegawai  pemerintah  yang  dinilai  sebesar 
nilai  nominal  dari  kontrak/berita  acara  penjualan  aset  yang  bersangkutan 
setelah  dikurangi  dengan  angsuran  yang  telah  dibayar  oleh  pegawai  ke  kas 
negara atau daftar saldo tagihan penjualan angsuran"
