id,Page,Content
825,22,"8.730.956.109.060

ASET

ASET LANCAR

Kas di Bendahara Pengeluaran

Kas di Bendahara Penerimaan

Kas Lainnya dan Setara Kas

Kas pada Badan Layanan Umum

Belanja Dibayar Dimuka (prepaid)

Uang Muka Belanja

Pendapatan yang Masih Harus Diterima

Piutang Perpajakan

Piutang Perpajakan (Netto)

Piutang Bukan Pajak

C.1

C.1.1

C.1.2

C.1.3

C.1.4

C.1.5

C.1.6

C.1.7

C.1.8

C.1.9

C.1.9

C.1.10

C.1.10"
6598,23,"Gedung dan Bangunan

Jalan Irigasi dan Jaringan

Aset Tetap Lainnya

Konstruksi Dalam Pengerjaan

Akumulasi Penyusutan

JUMLAH ASET TETAP

PIUTANG JANGKA PANJANG

Tagihan Tuntutan Perbendaharaan/Tuntutan Ganti 
Rugi
Penyisihan Piutang Tidak Tertagih - Tagihan 
Tuntutan Perbendaharaan/Tuntutan Ganti Rugi
Tagihan Tuntutan Perbendaharaan/Tuntutan Ganti Rugi 
(Netto )"
709,23,"58.566.437.595.383

ASET LAINNYA

Aset Tak Berw ujud

Aset Lain-lain

KEWAJIBAN

KEWAJIBAN JANGKA PENDEK

Utang kepada Pihak Ketiga

Utang Yang Belum Ditagihkan

Pendapatan Diterima Dimuka

Uang Muka dari KPPN

Utang Jangka Pendek Lainnya

C.2.3

C.2.4

C.2.5

C.2.6

C.2.7

C.3

C.3.1

C.4

C.4.1

C.4.2

C.4.3

C.5

C.5.1

C.5.2

C.5.3

C.5.4

C.5.5

C.5.6"
7823,26,"Pendapatan Pajak

Pendapatan Negara Bukan Pajak

JUMLAH PENDAPATAN 

BEBAN

Beban Pegawai

Beban Persediaan

Beban Barang dan Jasa

Beban Pemeliharaan

Beban Perjalanan Dinas
Beban Barang untuk Diserahkan kepada 
Masyarakat

Beban Penyusutan dan Amortisasi

Beban Penyisihan Piutang Tak Tertagih

JUMLAH BEBAN

SURPLUS/ (DEFISIT) DARI KEGIATAN 
OPERASIONAL

KEGIATAN NON OPERASIONAL

Surplus/ (Defisit) Pelepasan Aset Non Lancar
Surplus/ (Defisit) dari Kegiatan Non Operasional 
Lainnya
SURPLUS/(DEFISIT) DARI KEGIATAN NON 
OPERASIONAL

POS LUAR BIASA

Beban Luar Biasa

SURPLUS/(DEFISIT) DARI POS LUAR BIASA

1.500.170.160.060.551"
7910,31,"Dasar 
Hukum 
Penyusunan 
Laporan 
Keuangan 

A.  PENJELASAN UMUM 

A.1.  Dasar Hukum 

1.  UUD 1945 Pasal 23 ayat (1) menetapkan Anggaran Pendapatan dan Belanja 
Negara  (APBN)  sebagai  wujud  dari  pengelolaan  keuangan  negara 
ditetapkan  setiap  tahun  dengan  undang-undang  dan  dilaksanakan  secara 
terbuka  dan  bertanggung  jawab  untuk  sebesar-besarnya  kemakmuran 
rakyat"
5119,31,"3.  Undang-Undang Nomor 17 Tahun 2003 tentang Keuangan Negara Pasal 30 
ayat  (1)  menetapkan  bahwa  Presiden  menyampaikan  rancangan  undang-
undang  tentang  pertanggungjawaban  pelaksanaan  APBN  kepada  Dewan 
Perwakilan  Rakyat  (DPR)  berupa  laporan  keuangan  yang  telah  diperiksa 
oleh Badan Pemeriksa Keuangan (BPK) selambat-lambatnya 6 (enam) bulan 
setelah tahun anggaran berakhir"
6531,31,"4.  Undang-Undang  Nomor  1  Tahun  2004  tentang  Perbendaharaan  Negara, 
Pasal  55  ayat  (4)  menetapkan  bahwa  Menteri/Pimpinan  lembaga  selaku 
Pengguna  Anggaran/Pengguna  Barang  memberikan  pernyataan  bahwa 
Pengelolaan APBN telah diselenggarakan berdasarkan sistem pengendalian 
intern yang memadai dan akuntansi keuangan telah diselenggarakan sesuai 
dengan standar akuntansi pemerintahan"
9703,32,"25. Peraturan  Menteri  Keuangan  Nomor  213/PMK.04/2008  tentang  Tata  Cara 
Pembayaran  dan  Penyetoran  Penerimaan  Negara  dalam  Rangka  Impor, 
Penerimaan Negara dalam Rangka Ekspor, Penerimaan atas Barang Kena 
Cukai,  dan  Penerimaan  Negara  yang  berasal  dari  Pengenaan  Denda 
Administrasi  atas  Pengangkutan  Barang  Tertentu  sebagaimana  terakhir 
diubah dengan Peraturan Menteri Keuangan Nomor 30/PMK.04/2013"
2649,34,"45. Peraturan Menteri Keuangan Nomor 158/PMK.02/2016 tentang Perubahan 
atas  Peraturan  Menteri  Keuangan  Nomor  218/PMK.02/2014  tentang  Tata 
Cara Pembayaran Kembali (Reimbursement) Pajak Pertambahan Nilai dan 
Pajak  Penjualan  atas  Barang  Mewah  atas  Perolehan  Barang  Kena  Pajak 
dan/atau Jasa Kena Pajak Kepada Kontraktor dalam Kegiatan Usaha Hulu 
Minyak dan Gas Bumi"
3184,35,"Profil dan Kebijakan Teknis Kementerian Keuangan 

A.2.1.  Profil Kementerian Keuangan 

Indonesia.  Hal 

Kementerian  Keuangan  berdasarkan  Peraturan  Presiden  Nomor  28  Tahun  2015 
tentang  Kementerian  Keuangan  mempunyai  tugas  yang  sangat  strategis  dalam 
ini  karena  Kementerian  Keuangan 
pemerintahan  Republik 
merupakan  pengelola fiskal  yang berwenang dalam  penyusunan kebijakan fiskal 
dan  kerangka  ekonomi  makro  seperti  penganggaran  dan  pengelolaan  Anggaran 
Pendapatan  dan  Belanja  Negara  (APBN),  administrasi  perpajakan,  administrasi 
kepabeanan  dan  cukai,  perbendaharaan,  pengelolaan  kekayaan  Negara, 
perimbangan  keuangan  pusat  dan  daerah,  serta  pengelolaan  pembiayaan  dan 
risiko"
5367,35,"Dalam  melaksanakan  peran  strategis  seperti  diuraikan  di  atas,  sesuai  dengan 
Peraturan  Menteri  Keuangan  Nomor  212/PMK.01/2017  tentang  Perubahan  atas 
Peraturan  Menteri  Keuangan  Nomor  234/PMK.01/2015  tentang  Organisasi  dan 
Tata  Kerja  Kementerian  Keuangan,  Kementerian  Keuangan  mempunyai  tugas 
menyelenggarakan  urusan  di  bidang  keuangan  dan  kekayaan  negara  dalam 
pemerintahan untuk membantu Presiden dalam menyelenggarakan pemerintahan 
Negara.  Dalam  melaksanakan  tugasnya,  Kementerian  Keuangan  mempunyai 
fungsi:  (a)  perumusan,  penetapan,  dan  pelaksanaan  kebijakan  di  bidang 
penganggaran, pajak, kepabeanan dan cukai, perbendaharaan, kekayaan negara, 
perimbangan  keuangan,  dan  pengelolaan  pembiayaan  risiko;  (b)  perumusan, 
penetapan, dan pemberian rekomendasi kebijakan fiskal dan sektor keuangan; (c) 
koordinasi pelaksanaan tugas, pembinaan, dan pemberian dukungan administrasi 
kepada  seluruh  unsur  organisasi  di  lingkungan  Kementerian  Keuangan;  (d) 
pengelolaan  barang  milik/kekayaan  negara;  (e)  pengawasan  atas  pelaksanaan 
tugas di lingkungan Kementerian Keuangan; (f) pelaksanaan bimbingan teknis dan 
supervisi  atas  pelaksanaan  urusan  Kementerian  Keuangan  di  daerah;  (g) 
pelaksanaan  kegiatan  teknis  dari  pusat  sampai  ke  daerah;  (h)  pelaksanaan"
2336,36,"Dalam melaksanakan tugas dan fungsi Kementerian Keuangan, Menteri Keuangan 
dibantu oleh Wakil Menteri Keuangan, 11 (sebelas) Unit Eselon I, 8 (delapan) staf 
ahli,  dan  4  (empat)  Pusat.  Selain  itu,  untuk  mendukung  tugas  dan  fungsi 
Kementerian  Keuangan  telah  dibentuk  Sekretariat  Pengadilan  Pajak,  Pusat 
Investasi  Pemerintah,  Sekretariat  Komite  Pengawas  Perpajakan,  dan  Lembaga 
Pengelola  Dana  Pendidikan.  Bagan  struktur  organisasi  Kementerian  Keuangan 
dapat dilihat dalam gambar berikut"
5467,37,"Dalam  visi  yang  baru,  penggerak  utama  berarti  bahwa  Kementerian  Keuangan, 
dalam  perannya  sebagai  pengatur  dan  pengelola  keuangan  negara,  berperan 
sebagai  prime mover  dalam  mendorong  pembangunan  nasional  di  masa  depan. 
Melalui  manajemen  pendapatan  dan  belanja  negara  yang  proaktif,  Kementerian 
Keuangan menggerakkan dan mengarahkan perekonomian negara menyongsong 
masa depan"
5009,37,"Pertumbuhan  ekonomi  yang  inklusif  mengindikasikan  bahwa  pertumbuhan  dan 
pembangunan  yang  diarahkan  oleh  Kementerian  Keuangan  akan  menghasilkan 
dampak yang merata di seluruh Indonesia. Hal ini akan tercapai melalui koordinasi 
yang  solid  antar  pemangku  kepentingan  dalam  pemerintahan  serta  melalui 
penetapan kebijakan fiskal yang efektif"
6298,38,"A.2.4.  Nilai-Nilai Kementerian Keuangan 

Dalam  visi  yang  baru,  penggerak  utama  berarti  bahwa  Kementerian  Keuangan, 
dalam  perannya  sebagai  pengatur  dan  pengelola  keuangan  negara,  berperan 
sebagai  prime mover  dalam  mendorong  pembangunan  nasional  di  masa  depan. 
Melalui  manajemen  pendapatan  dan  belanja  negara  yang  proaktif,  Kementerian 
Keuangan menggerakkan dan mengarahkan perekonomian negara menyongsong 
masa depan"
4327,38,"Dalam  mewujudkan  Kementerian  Keuangan  sebagai  institusi  pemerintahan 
terbaik,  berkualitas,  bermartabat, 
terpercaya,  dihormati,  dan  mendukung 
peningkatan kinerja institusi Kementerian Keuangan yang akan menjadi dasar dan 
pondasi  bagi  institusi  Kementerian  Keuangan,  pimpinan  dan  seluruh  pegawai 
dalam  mengabdi,  bekerja,  dan  bersikap,  Menteri  Keuangan  telah  menerbitkan 
tanggal  12 
Keputusan  Kementerian  Keuangan  Nomor  312/KMK.01/2011 
September 2011 tentang Nilai-Nilai Kementerian Keuangan yang meliputi"
7735,39,"A.2.5.  Tujuan Kementerian Keuangan 

Kebijakan fiskal yang tercermin dalam alokasi pendapatan dan belanja pemerintah 
dalam APBN memiliki pengaruh yang besar terhadap alokasi sumber daya dalam 
perekonomian  yang  akan  mempengaruhi  pertumbuhan  ekonomi,  redistribusi 
pendapatan  dan  stabilitas  perekonomian.  Dengan  pengelolaan  fiskal  yang  baik 
maka diharapkan kesejahteraan masyarakat yang berkeadilan dan berkelanjutan 
yang menjadi cita-cita bangsa dapat terwujud"
3899,39,"Kebijakan fiskal pada tahun 2015-2019 diarahkan untuk mendukung pertumbuhan 
ekonomi  yang  inklusif  dan  berkeadilan  serta  mendorong  strategi  reindustrialisasi 
dalam  transformasi  ekonomi  dengan  tetap  mempertahankan  keberlanjutan  fiskal 
melalui  peningkatan  mobilisasi  penerimaan  negara  dan  peningkatan  kualitas 
belanja  Negara  serta  optimalisasi  pengelolaan  risiko  pembiayan/utang  dan 
peningkatan kualitas pengelolaan kekayaan negara"
6784,41,"A.2.7.  Anggaran Pendapatan dan Belanja Kementerian Keuangan 

Anggaran  Pendapatan  dan  Belanja  Negara,  yang  selanjutnya  disingkat  APBN, 
adalah  rencana  keuangan  tahunan  pemerintahan  negara  yang  disetujui  oleh 
Dewan Perwakilan Rakyat. APBN Tahun Anggaran 2018 diatur di Undang-Undang 
Republik  Indonesia  Nomor  15  Tahun  2017  tentang  Anggaran  Pendapatan  dan 
Belanja Negara Tahun Anggaran 2018"
6690,42,"Tabel 5 
Nilai Kinerja Organisasi Tahun Anggaran 2018 

KODE 
SS/IKU 

Sasaran Strategis/IKU

Target

Realisasi 

Indek

STAKEHOLDER PERSPECTIVE (-)

Pengelolaan fiskal yang sehat dan berkelanjutan guna mendukung masyarakat adil dan makmur
Rasio Defisit APBN terhadap PDB
Rasio keseimbangan primer terhdap PDB
Rasio utang terhadap PDB
Rasio penerimaan pajak terhadap PDB
Indeks pemerataan kemampuan keuangan antar daerah

-2,19%
-0,59%
28,83%
10,90%
0,58

1
1a
1b
1c
1d
1e

2
2a
2b
2c
3
3a

4
4a
4b
5
5a

6
6a
6b
6c

7
7a
7b
7c
8
8a
8b
8c

9
9a

9b

10
10a

10b
11
11a

11b
11c
12
12a
12b
13
13a

13b
13c"
6007,42,"CUSTOMER PERSPECTIVE (20%)

Pemenuhan layanan publik yang prima
Indeks kepuasan publik atas layanan Kemenkeu
Waktu penyelesaian proses kepabeanan
Dwelling time
Kepatuhan terhadap kebijakan  pengelolaan keuangan negara yang tinggi
Rata-rata persentase kepatuhan atas aturan perpajakan

INTERNAL PROCESS  PERSPECTIVE (40%)

Formulasi kebijakan fiskal yang berkualitas
Deviasi proyeksi indikator ekonomi makro
Deviasi exercise I-account
Kerjasama ekonomi dan keuangan internasional yang optimal
Persentase pemanfaatan hasil kerja sama ekonomi dan keuangan 
internasional di bidang keuangan
Penerimaan, belanja, dan transfer yang optimal
Persentase penerimaan negara (pajak, bea & cukai, dan PNBP)
Persentase kinerja pelaksanaan anggaran Kementerian/Lembaga
Persentase belanja infrastrutur, pendidikan, kesehatan, dan dana desa untuk 
kemiskinan terhadap Transfer Ke Daerah dan Dana Desa (TKDD)
Pengelolaan kas, kekayaan negara, dan pembiayaan yang optimal
Deviasi proyeksi perencanaan kas pemerintah pusat
Rasio utilisasi aset terhadap total aset tetap
Persentase pengadaan utang dengan biaya yang terkendali
Pengendalian mutu yang efektif
Indeks opini BPK RI atas LKPP
Indeks opini BPK RI atas LK BUN
Persentase rekomendasi BPK atas LKPP dan LK BUN yang telah ditindaklanjuti

Penegakan hukum yang efektif
Persentase hasil penyidikan yang telah dinyatakan lengkap oleh kejaksaan 
(P21)
Persentase keberhasilan pelaksanaan Joint Audit

LEARNING & GROWTH PERSPECTIVE (40%)

SDM yang kompetitif
Persentase pejabat yang telah memenuhi standar kompetensi jabatan

Persentase Alumni pelatihan yang meningkat kinerjanya
Organisasi yang fit for purpose
Persentase implementasi inisiatif  RBTK

Tingkat pemenuhan unit kerja terhadap kriteria ZI WBK
Indeks Persepsi Integritas
Sistem manajemen informasi yang andal
Tingkat downtime  sistem TIK
Persentase kapabilitas tata kelola TIK
Pengelolaan anggaran yang berkualitas
Persentase rekomendasi BPK atas LK BA 15 yang telah ditindaklanjuti

Indeks opini BPK atas LK BA 15
Persentase kualitas pelaksanaan anggaran

Nilai Kinerja Organisasi

4,35
0,87
2,9

67,50%

78,58%

3,00%
3,00%

1,23%
0,85%

85,00%

100,00%

-1,76%
-0,01%
29,98%
10,32%
0,55

4,41
0,57
3,82

101,98%
87,81%
80,01%

1,22%
87,30%
119,01%

4
4
94,39%

100,00%
80,00%
75,00%

5,00%
85,00%
100,00%

4
4
89,00%

65,00%

99,75%

81,20%

84,85%

94,00%

95,88%

70,00%

91,53%

92,00%

100,00%
85

0,35%
75,00%

89,00%

4
95,00%

98,00%

115,05%
87,65

0,0106%
85,30%

91,19%

4
96,73%

107,10
101,70
119,63
120,00
96,00
94,68
105,17
105,49
94,56
101,38
120,00
68,28
116,41
116,41
114,40
120,00
120,00
120,00
117,65
117,65

106,20
101,98
109,76
106,68

114,45
120,00
102,71
119,01
115,85
120,00
120,00
106,06

112,25
120,00

104,50
111,17
111,00
102,00

120,00
108,36
106,52

115,05
103,12
117,24
120,00
113,73
108,09
102,46"
2754,43,"Tabel 6 
Program Kementerian Keuangan Tahun Anggaran 2018 

PROGRAM 

Program Dukungan Manajemen dan Pelaksanaan Tugas 
Teknis Lainnya Kementerian Keuangan 

Program Pengelolaan Anggaran Negara 

Program Peningkatan dan Pengamanan Penerimaan Pajak 

Program Pengawasan, Pelayanan, dan Penerimaan di 
Bidang Kepabeanan dan Cukai 

Program Pengelolaan Perbendaharaan Negara 

Program Pengelolaan Kekayaan Negara, Penyelesaian 
Pengurusan Piutang Negara, dan Pelayanan Lelang 

Program Peningkatan Pengelolaan Perimbangan Keuangan 
Antara Pemerintah Pusat dan Pemerintah Daerah 

Program Pengelolaan Pembiayaan dan Risiko 

Program Pengawasan dan Peningkatan Akuntabilitas 
Aparatur Kementerian Keuangan 

Program Perumusan Kebijakan Fiskal 

Program Pendidikan dan Pelatihan Aparatur di Bidang 
Keuangan Negara"
7509,43,"Pendekatan Penyusunan Laporan Keuangan 

Laporan Keuangan Tahun Anggaran 2018 ini merupakan laporan yang mencakup 
seluruh  aspek  keuangan  yang  dikelola  oleh  Kementerian  Keuangan.  Laporan 
Keuangan ini dihasilkan melalui Sistem Akuntansi Instansi (SAI) yaitu serangkaian 
prosedur  manual  maupun  yang  terkomputerisasi  mulai  dari  pengumpulan  data, 
pencatatan  dan  pengikhtisaran  sampai  dengan  pelaporan  posisi  keuangan  dan 
operasi keuangan pada Kementerian Negara/Lembaga"
9749,43,"SAI  terdiri  dari  Sistem  Aplikasi  Keuangan  Tingkat  Instansi  (SAKTI),  Sistem 
Akuntansi Instansi Berbasis Akrual (SAIBA) dan Sistem Informasi Manajemen dan 
Akuntansi Barang Milik Negara (SIMAK-BMN). SAI dirancang untuk menghasilkan 
Laporan  Keuangan  Satuan  Kerja  yang  terdiri  dari  Laporan  Realisasi  Anggaran, 
Neraca,  Laporan  Operasional,  dan  Laporan  Perubahan  Ekuitas,  sedangkan 
SIMAK-BMN adalah sistem yang menghasilkan informasi aset tetap, persediaan, 
dan aset lainnya untuk diperbandingkan dengan neraca dan laporan barang milik 
negara serta laporan manajerial lainnya"
2796,44,"Tabel 7 
Rekapitulasi Jumlah Satker yang Menyampaikan Laporan Keuangan  
Menurut Eselon I 

Kode 

Eselon I 

Uraian 

KP 

KD 

Jumlah Satker 

Sekretariat Jenderal 

10 

20 

Inspektorat Jenderal 

Ditjen Anggaran 

Ditjen Pajak 

Ditjen Bea dan Cukai 

Ditjen Perimbangan 
Keuangan 

Ditjen Pengelolaan 
Pembiayaan dan Risiko 

Ditjen Perbendaharaan 

Ditjen Kekayaan 
Negara 

BPPK 

BKF 

Satker Konsolidasi 

1 

1 

4 

6 

1 

1 

5 

2 

7 

1 

1 

592 

135 

- 

- 

- 

- 

216 

88 

13 

-"
6128,44,"Kementerian  Keuangan  menerapkan  basis  akrual  dalam  penyusunan  dan 
penyajian  Neraca,  Laporan  Operasional,  dan  Laporan  Perubahan  Ekuitas  serta 
basis  kas  untuk  penyusunan  dan  penyajian  Laporan  Realisasi  Anggaran.  Basis 
akrual  adalah  basis  akuntansi  yang  mengakui  pengaruh  transaksi  dan  peristiwa 
lainnya pada saat transaksi dan peristiwa itu terjadi, tanpa memperhatikan saat kas 
atau  setara  kas  diterima  atau  dibayarkan.  Sedangkan  basis  kas  adalah  basis 
akuntansi yang mengakui pengaruh transaksi atau peristiwa lainnya pada saat kas 
atau  setara  kas  diterima  atau  dibayar.  Hal  ini  sesuai  dengan  Standar  Akuntansi 
Pemerintahan (SAP) yang telah ditetapkan dengan Peraturan Pemerintah Nomor 
71 Tahun 2010 tentang Standar Akuntansi Pemerintahan"
5143,45,"Kebijakan Akuntansi 

Kebijakan 
Akuntansi 

Penyusunan dan penyajian Laporan Keuangan Tahun 2018 telah mengacu pada 
Standar Akuntansi Pemerintahan (SAP). Kebijakan akuntansi merupakan prinsip-
prinsip, dasar-dasar, konvensi-konvensi, aturan-aturan, dan praktik-praktik spesifik 
yang dipilih oleh suatu entitas pelaporan dalam penyusunan dan penyajian laporan 
keuangan.  Kebijakan  akuntansi  yang  diterapkan  dalam  laporan  keuangan  ini 
adalah  merupakan  kebijakan  yang  ditetapkan  oleh  Kementerian  Keuangan. 
Disamping itu, dalam penyusunannya telah diterapkan kaidah-kaidah pengelolaan 
keuangan yang sehat di lingkungan pemerintahan"
4304,46,"  Pengakuan  Pendapatan  Perpajakan-LO  dibedakan  berdasarkan  sistem 
pemungutan  pajak,  yaitu  secara  Self  Assessment  System,  Withholding 
Assessment System, dan Official Assessment System. Pengakuan Pendapatan 
Perpajakan-LO yang diperoleh dengan sistem self assessment maupun sistem 
withholding assessment diakui pada saat realisasi penerimaan perpajakan yang 
masuk  ke  Rekening  Kas  Umum  Negara  tanpa  terlebih  dahulu  Pemerintah 
menerbitkan ketetapan. Dokumen sumber pencatatan Pendapatan Perpajakan-
LO dengan sistem self assessment maupun sistem withholding assessment di 
lingkup  Kementerian  Keuangan  yang  digunakan  adalah  hasil  rekonsiliasi 
penerimaan.  Pada DJBC, apabila pada akhir periode pelaporan masih terdapat 
penerimaan  yang  belum  mendapatkan  nomor  pendaftaran  pada  dokumen 
kepabeanan, maka diungkap dalam CaLK"
